Date,High,Low,Open,Close,Volume,Adj_Ratio
2010-01-04,70198.82944482288,65373.84251532698,66509.1335575613,69441.96875,158976.0,0.9460758685286104
2010-01-05,71239.52381756758,68306.68817567568,69063.5489864865,70009.625,124156.0,0.9460760135135136
2010-01-06,71144.91369448183,69063.54653852624,70577.26810649394,70293.4453125,72453.0,0.9460759799798115
2010-01-07,70766.47496594005,68212.0701209128,70293.43703167576,69441.96875,99241.0,0.9460758685286104
2010-01-08,69536.58307613169,66319.92481138546,69536.58307613169,68968.9375,114554.0,0.9460759602194787
2010-01-11,69441.97508680556,67076.78519965278,69252.75989583333,68117.46875,125570.0,0.9460759548611111
2010-01-12,68590.515625,66698.36346982759,67455.22433189655,68590.515625,98142.0,0.9460760775862069
2010-01-13,68401.28795264623,66792.95891364902,68117.46518105849,67928.25,70397.0,0.9460759052924791
2010-01-14,69915.00453806258,66887.56185170535,68117.46044303797,67265.9921875,132869.0,0.9460758394866385
2010-01-15,74266.96663306451,67833.64977822581,68117.47258064516,73320.890625,292312.0,0.9460760080645161
2010-01-18,74077.75650195059,70577.27503250976,72374.81957087126,72753.25,162390.0,0.9460760728218466
2010-01-19,73131.66996875,69347.36621875,72942.45478125,70955.6953125,169278.0,0.9460759375
2010-01-20,71050.30112024366,68212.07337908879,70955.69352887182,70861.0859375,192633.0,0.946075913718291
2010-01-21,72185.59983108108,68968.94138513514,70482.66300675676,70009.625,181159.0,0.9460760135135136
2010-01-22,69536.58307613169,67739.03875171467,68685.11471193415,68968.9375,109139.0,0.9460759602194787
2010-01-25,68590.50851681692,66319.9261659154,67076.78694954923,68212.078125,131663.0,0.9460759795423024
2010-01-26,68874.31808510638,65468.44521276595,68212.06502659574,66698.34375,163164.0,0.9460757978723404
2010-01-27,66509.13774435078,64049.3403313307,66225.3149659254,65941.4921875,166738.0,0.9460759280846485
2010-01-28,68590.50603202694,65184.63262905732,66225.31616885359,68495.8984375,146596.0,0.946075945269337
2010-01-29,69063.53510092068,66225.30763101982,66792.953125,66792.953125,133611.0,0.9460758233002833
2010-02-01,68117.46518105849,66225.31337047354,66792.95891364902,67928.25,74724.0,0.9460759052924791
2010-02-02,69063.5511461195,67833.65229009272,68685.12072888049,68874.3359375,116413.0,0.9460760430975275
2010-02-03,69820.39313538781,66414.52029951524,69631.17797783934,68306.671875,162218.0,0.9460757877423823
2010-02-04,68022.86472098215,65846.8899107143,68022.86472098215,66225.3203125,108318.0,0.9460760044642857
2010-02-05,64143.94921875,62630.22770326327,63481.696055724555,64143.94921875,121504.0,0.9460759471792035
2010-02-08,63954.73432800752,62819.443186090226,63860.12673284775,62914.05078125,63010.0,0.9460759515977444
2010-02-09,63670.91441761363,62535.623224431816,62535.623224431816,63481.69921875,82177.0,0.9460759943181818
2010-02-10,65941.49895005419,63576.30888728324,63576.30888728324,65468.4609375,113296.0,0.9460760251083815
2010-02-11,67928.25246940559,65846.8854020979,65846.8854020979,67644.4296875,110513.0,0.9460759396853147
2010-02-12,69536.58086317802,66982.1758518776,68685.1125260779,68022.859375,145178.0,0.9460759301112657
2010-02-16,68590.50313370474,66698.35132311977,67265.99686629526,67928.25,43992.0,0.9460759052924791
2010-02-17,68968.9375,67644.43115569273,68685.11471193415,68968.9375,64893.0,0.9460759602194787
2010-02-18,69915.02213362069,67360.61672413793,68968.94605603449,68590.515625,49991.0,0.9460760775862069
2010-02-19,68968.93121027542,66887.56428760593,68022.85533633475,66982.171875,29588.0,0.9460758739406779
2010-02-22,67928.25425541202,67076.78588730795,67549.82386958798,67739.0390625,28555.0,0.9460759645600558
2010-02-23,69536.58916766827,67266.0066642342,67928.25989440246,68874.3359375,54520.0,0.9460760430975275
2010-02-24,68779.71831476323,67360.60445682451,68779.71831476323,67928.25,37074.0,0.9460759052924791
2010-02-25,68590.50086069915,66036.09600105933,68495.89327330509,66982.171875,52504.0,0.9460758739406779
2010-02-26,67076.7862064367,65563.06465593883,66887.57101262447,66509.140625,36660.0,0.9460759690611664
2010-03-02,67549.81261144794,64522.37002942226,66698.34438525321,66319.9140625,76011.0,0.9460758068830243
2010-03-03,66982.17570839312,65563.06181626614,66792.96052277618,65941.4921875,59246.0,0.9460759280846485
2010-03-04,66225.31630254425,64049.34162403208,65563.06313951881,64143.94921875,98585.0,0.9460759471792035
2010-03-05,65090.0234375,64143.94751544331,64616.98547647165,65090.0234375,67113.0,0.946075922056686
2010-03-08,65563.06139852834,64427.77029206032,65090.0234375,65090.0234375,77061.0,0.946075922056686
2010-03-09,64995.41463797433,63387.08560035342,64806.19945707775,63576.30078125,125241.0,0.9460759044828869
2010-03-10,64900.808936403504,63576.30263157895,63954.73300438596,64711.59375,50809.0,0.9460759320175438
2010-03-11,65752.27658293968,64427.77029206032,64806.20066088299,65090.0234375,101055.0,0.946075922056686
2010-03-12,65279.23455963811,63860.12076486337,64806.196628046535,64049.33593750001,59691.0,0.9460758631831611
2010-03-15,64616.98178819445,63387.08315972222,63954.728680555556,63860.12109375,35569.0,0.9460758680555555
2010-03-16,64143.950618003735,63292.482246968284,64143.950618003735,63387.08984375,28018.0,0.9460759678171642
2010-03-17,65846.88632641922,63954.73442048763,63954.73442048763,64995.41796875,206121.0,0.9460759529657933
2010-03-18,65373.8515625,64333.16796309696,64427.77556304269,65373.8515625,48941.0,0.9460759994573082
2010-03-19,65752.27873112263,64616.98758756368,65373.848349936314,64995.41796875,87406.0,0.9460759529657933
2010-03-22,66130.7105638587,64238.55861639493,65184.63459012681,65279.2421875,77851.0,0.946075973731884
2010-03-23,65752.2772752193,64333.16337719298,65752.2772752193,64711.59375,80923.0,0.9460759320175438
2010-03-24,65563.06389142336,64522.38033759124,65090.02591240876,64806.203125,91212.0,0.9460759580291971
2010-03-25,65563.06139852834,64427.77029206032,64900.80825308866,65090.0234375,103057.0,0.946075922056686
2010-03-26,65468.44873261347,64522.37288387628,65468.44873261347,64616.98046875,52916.0,0.9460758487371889
2010-03-29,64711.592645434466,63765.51672956554,64238.5546875,64238.5546875,80521.0,0.9460759158689249
2010-03-30,64616.98046875,63197.86669564422,64616.98046875,64616.98046875,104652.0,0.9460758487371889
2010-03-31,64900.80670437685,62914.04731546736,64900.80670437685,63765.515625,86327.0,0.9460758994807121
2010-04-01,65279.238964559045,62346.403590789,63481.69470321611,64900.80859375,254707.0,0.9460759270225948
2010-04-02,65752.28125,64143.95206834532,64995.420458633096,65752.28125,91393.0,0.9460759892086331
2010-04-05,66036.10476212011,64995.42116271707,65563.06676239146,65373.8515625,377787.0,0.9460759994573082
2010-04-06,66603.74708879185,64333.16480167394,65279.24075463974,64995.41796875,85384.0,0.9460759529657933
2010-04-07,65279.243968290444,63860.12996897978,65279.243968290444,64333.16796875,120865.0,0.9460759995404412
2010-04-08,64333.165421709535,62535.62109375,64049.34263308434,62535.62109375,255640.0,0.9460759620839637
2010-04-09,63292.481161889096,61967.97482965226,62914.05078125,62914.05078125,96714.0,0.9460759515977444
2010-04-12,62819.44063926941,61400.32676940639,62819.44063926941,62157.1875,98918.0,0.9460759132420091
2010-04-13,62157.187839933205,60832.68155415077,62157.187839933205,61967.97265625,109936.0,0.9460759184160306
2010-04-14,63387.08984375,61684.153101679105,61967.97589202425,63387.08984375,96812.0,0.9460759678171642
2010-04-15,64806.203125,62535.62082572993,63387.089187956204,64806.203125,85235.0,0.9460759580291971
2010-04-16,64616.98046875,63292.474280517934,64333.15771412884,64616.98046875,77551.0,0.9460758487371889
2010-04-19,65090.02591240876,63576.30437956205,63765.51957116788,64806.203125,135050.0,0.9460759580291971
2010-04-20,65279.2421875,64427.7738111413,64806.204200634056,65279.2421875,58571.0,0.946075973731884
2010-04-21,65752.28017436594,64806.204200634056,65563.06497961956,65279.2421875,81640.0,0.946075973731884
2010-04-22,65563.06497961956,64616.98900588768,65563.06497961956,65279.2421875,42255.0,0.946075973731884
2010-04-23,65563.06319167271,64995.41762291364,65468.45559687953,65184.6328125,37649.0,0.9460759479317852
2010-04-26,65941.49536911232,64616.98900588768,65373.849784873186,65279.2421875,56831.0,0.946075973731884
2010-04-27,65657.67257699274,63954.73582427536,64900.81179800724,65279.2421875,89989.0,0.946075973731884
2010-04-28,64522.37890625,63387.08778179985,64049.3409377291,64522.37890625,103831.0,0.9460759370417888
2010-04-29,64333.16796875,63197.876769301474,64333.16796875,64333.16796875,58440.0,0.9460759995404412
2010-04-30,64522.37772147147,62724.8334740991,63860.1245777027,63008.65625,112281.0,0.9460759196696696
2010-05-03,65752.28017436594,63292.48264266304,63481.69783740942,65279.2421875,508578.0,0.946075973731884
2010-05-04,71523.33839641434,67265.99682519921,67833.6423680279,71239.515625,1018093.0,0.9460759047144754
2010-05-06,73983.14784440445,69915.0207890216,70009.62839496073,72280.2109375,389869.0,0.9460760593913613
2010-05-07,75875.29223663523,69915.01366941824,70766.48203616352,75213.0390625,366253.0,0.9460759630503145
2010-05-10,75496.85602250957,72942.45111949234,75213.03325550766,74077.7421875,371886.0,0.9460758900063857
2010-05-11,76348.33385080645,71996.38421370968,74077.75143145162,73320.890625,275125.0,0.9460760080645161
2010-05-12,76821.359375,71901.76493226601,73983.13181188423,76821.359375,301510.0,0.9460758543719212
2010-05-13,79470.3715909091,77294.39713068181,77294.39713068181,78051.2578125,979912.0,0.9460758522727273
2010-05-14,78808.12302276235,76159.11048418209,78051.2622974537,76632.1484375,217944.0,0.9460759066358024
2010-05-17,77578.2243441358,74550.78144290124,75023.81939621913,76632.1484375,152597.0,0.9460759066358024
2010-05-18,78902.73792613637,74929.21875,77767.44673295454,77010.5859375,261205.0,0.9460759943181818
2010-05-19,77483.61247306035,75118.42283713055,75686.0683497537,76821.359375,182146.0,0.9460758543719212
2010-05-20,76821.3746886675,74645.39978985056,76159.12145859278,75969.90625,150089.0,0.9460760429638855
2010-05-24,75686.07277289836,72847.84504391468,75496.85759096612,75402.25,118921.0,0.9460759096612296
2010-05-25,75023.80529150824,70861.07208491761,74172.3371356147,74645.375,161444.0,0.9460757287705956
2010-05-26,74834.60109295078,72753.23418518223,74077.74039921675,73983.1328125,118739.0,0.9460758671675192
2010-05-27,74740.00206679894,71144.91335978836,73793.92609126984,71523.34375,252567.0,0.9460759755291005
2010-05-28,72753.24061007844,68022.86085649727,71617.94946921896,69347.3671875,405736.0,0.9460759507162346
2010-05-31,74361.5546875,70293.42892215331,70482.6440740299,74361.5546875,432674.0,0.9460757593829516
2010-06-01,75686.07005141387,72753.23483692159,75118.42452602828,73604.703125,197191.0,0.9460758756426735
2010-06-03,76821.35788216561,73320.87728901274,74739.99104299363,74266.953125,245194.0,0.9460758359872612
2010-06-04,74456.17074608376,72658.62659846547,74266.95557265026,73983.1328125,205378.0,0.9460758671675192
2010-06-07,74266.95557265026,71144.90521099744,71996.37349144822,73983.1328125,137235.0,0.9460758671675192
2010-06-08,79470.37387724551,73131.66548465569,74077.74136414671,78997.3359375,280294.0,0.946075879491018
2010-06-09,82876.24566281139,78240.47393053085,79848.80289887307,79754.1953125,359505.0,0.9460758637307236
2010-06-10,80511.07104117474,77672.84291986423,80416.46343713105,80132.640625,175081.0,0.9460760404368359
2010-06-11,80605.66744290866,76821.36380709134,80605.66744290866,78713.515625,348935.0,0.9460759089543269
2010-06-14,81078.71520467836,77672.84152046783,78713.52514619882,80889.5,290470.0,0.9460760233918128
2010-06-15,82024.78218750001,79375.7696139706,80984.09867647059,80416.453125,316507.0,0.9460759191176471
2010-06-16,81646.35794868963,79848.81356743228,80794.88955756773,80321.8515625,290986.0,0.9460759901354535
2010-06-17,80794.88847748814,78429.69853376778,80794.88847748814,79848.8125,182805.0,0.9460759774881516
2010-06-18,80794.88349264706,79470.37720588235,79659.59238970588,80416.453125,145416.0,0.9460759191176471
2010-06-21,82497.81988702202,79848.80732184241,80984.0984212051,81646.3515625,208093.0,0.9460759161355736
2010-06-22,82403.20981885104,81078.70357606813,81078.70357606813,81930.171875,98315.0,0.9460758877020785
2010-06-23,81835.56656881688,78902.73123513674,81551.74379458977,79564.984375,177738.0,0.9460759140903686
2010-06-24,80227.23820191159,79091.94709528076,79848.80783303465,79186.5546875,114965.0,0.9460759221923536
2010-06-25,80889.50145734947,78713.52656434475,79091.95698051948,80132.640625,90889.0,0.9460760404368359
2010-06-28,81078.70379359613,79564.9823692116,79564.9823692116,80700.2734375,70445.0,0.9460758902403282
2010-06-29,81267.92536688021,78240.48227987187,80511.06459512813,79375.7734375,80832.0,0.9460759646901072
2010-06-30,80321.84621564717,78240.4791759013,78335.08676861702,80038.0234375,74362.0,0.9460759271572105
2010-07-01,80038.02399009146,76537.54303544208,79091.94805640244,77578.2265625,108218.0,0.9460759336890244
2010-07-02,78145.86389802632,75496.8515625,77294.39564732143,75496.8515625,120728.0,0.9460758341165414
2010-07-05,78997.33660499398,75686.07099879663,76821.36206377858,78618.90625,83025.0,0.9460758874849579
2010-07-06,79470.3781512605,78145.8718487395,78524.30222088836,78808.125,69254.0,0.9460759303721489
2010-07-07,79564.97917613636,78051.2578125,79470.3715909091,78051.2578125,65253.0,0.9460758522727273
2010-07-08,79470.37522672309,78240.4765625,78997.33727894498,78240.4765625,39545.0,0.9460758955562273
2010-07-09,79375.7734375,77578.2291045888,79186.55824456198,79375.7734375,52551.0,0.9460759646901072
2010-07-12,80416.45201553254,79564.98370007396,80321.84442492604,79943.4140625,54877.0,0.9460759060650887
